ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_intent,loan_percent_income,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,loan_status
41401,3,537,8.49,PERSONAL,0.18,High School,1,male,RENT,73083,0
41402,2,646,8.9,MEDICAL,0.24,Bachelor,0,female,OWN,49102,0
41403,7,661,10.65,EDUCATION,0.07,Associate,7,male,MORTGAGE,92287,0
41404,6,599,16.16,PERSONAL,0.23,High School,8,male,RENT,66748,0
41405,2,621,12.22,EDUCATION,0.05,Master,0,male,RENT,50740,0
41406,3,611,12.38,EDUCATION,0.15,Master,0,male,MORTGAGE,133175,0
41407,2,601,11.48,DEBTCONSOLIDATION,0.18,Bachelor,3,female,RENT,55268,0
41408,4,534,7.51,PERSONAL,0.04,Bachelor,0,female,RENT,41235,0
41409,4,459,10.75,EDUCATION,0.07,High School,0,male,RENT,45500,1
41410,3,650,13.35,MEDICAL,0.21,High School,0,female,RENT,73162,0
41411,10,611,6.82,MEDICAL,0.11,Bachelor,10,male,MORTGAGE,111167,0
41412,6,627,6.53,VENTURE,0.22,Bachelor,0,female,RENT,26875,0
41413,3,553,5.99,PERSONAL,0.03,Bachelor,3,female,MORTGAGE,97085,0
41414,3,582,13.49,VENTURE,0.34,High School,0,male,RENT,44135,1
41415,3,645,7.29,VENTURE,0.27,Bachelor,0,male,RENT,36892,1
41416,2,727,13.99,VENTURE,0.07,Bachelor,0,male,RENT,27644,0
41417,3,608,16.89,MEDICAL,0.13,Bachelor,0,female,RENT,51398,1
41418,3,659,11.01,EDUCATION,0.02,Associate,2,female,MORTGAGE,136708,0
41419,5,666,11.01,DEBTCONSOLIDATION,0.25,Doctorate,5,male,RENT,56459,0
41420,8,637,14.61,VENTURE,0.25,High School,3,male,RENT,35104,1
41421,4,510,10.74,MEDICAL,0.05,Associate,4,male,MORTGAGE,55026,0
41422,9,655,8.49,HOMEIMPROVEMENT,0.34,Master,6,female,RENT,22347,1
41423,3,650,11.01,PERSONAL,0.05,High School,3,male,MORTGAGE,122825,0
41424,3,581,5.42,EDUCATION,0.07,Associate,4,female,MORTGAGE,68446,0
41425,8,609,11.01,EDUCATION,0.13,Associate,14,male,MORTGAGE,79110,0
41426,4,576,9.25,VENTURE,0.14,High School,1,male,MORTGAGE,35693,0
41427,16,700,7.49,EDUCATION,0.02,High School,25,male,RENT,150908,0
41428,2,660,8.88,MEDICAL,0.09,Master,2,female,RENT,17618,0
41429,2,663,5.42,PERSONAL,0.09,High School,1,male,OWN,156614,0
41430,9,629,11.89,HOMEIMPROVEMENT,0.08,Master,4,male,MORTGAGE,181313,0
41431,3,652,19.91,PERSONAL,0.03,High School,3,male,MORTGAGE,87183,0
41432,9,711,7.45,MEDICAL,0.06,Master,6,male,MORTGAGE,93832,0
41433,4,662,9.5,EDUCATION,0.17,Master,0,female,MORTGAGE,58581,0
41434,2,608,7.37,DEBTCONSOLIDATION,0.03,High School,2,male,MORTGAGE,78924,0
41435,3,491,6.39,PERSONAL,0.1,High School,0,female,OWN,19859,0
41436,8,652,11.14,EDUCATION,0.3,High School,12,female,RENT,29852,1
41437,2,716,11.58,PERSONAL,0.25,Bachelor,2,female,RENT,48641,0
41438,13,690,13.98,EDUCATION,0.24,Master,16,male,MORTGAGE,57278,0
41439,7,700,14.27,EDUCATION,0.14,Bachelor,8,male,RENT,97232,0
41440,8,634,6.1,HOMEIMPROVEMENT,0.07,Associate,11,male,MORTGAGE,169108,0
41441,9,600,8.81,VENTURE,0.06,Bachelor,10,female,RENT,74474,0
41442,5,669,11.81,DEBTCONSOLIDATION,0.04,Master,6,female,MORTGAGE,314504,1
41443,3,676,8.94,DEBTCONSOLIDATION,0.11,Bachelor,0,male,RENT,108930,0
41444,10,599,9.73,VENTURE,0.35,Bachelor,4,male,RENT,22574,1
41445,2,700,9.99,PERSONAL,0.13,Associate,5,male,RENT,23727,1
41446,9,705,16,PERSONAL,0.19,Bachelor,7,female,RENT,130519,1
41447,8,652,8.59,VENTURE,0.05,Associate,1,male,MORTGAGE,94659,0
41448,2,676,5.42,HOMEIMPROVEMENT,0.08,Associate,2,male,RENT,178352,0
41449,16,705,7.9,MEDICAL,0.18,Bachelor,19,male,MORTGAGE,56244,0
41450,13,651,11.38,DEBTCONSOLIDATION,0.08,Bachelor,15,male,MORTGAGE,60961,0
41451,7,700,16.29,DEBTCONSOLIDATION,0.15,Master,10,male,MORTGAGE,51395,1
41452,3,546,9.51,MEDICAL,0.36,Associate,4,female,MORTGAGE,60904,0
41453,2,552,12.21,MEDICAL,0.11,High School,0,male,RENT,78917,0
41454,17,706,6.62,VENTURE,0.11,High School,15,female,MORTGAGE,90991,0
41455,7,683,16.35,VENTURE,0.24,High School,3,male,RENT,27386,1
41456,2,640,7.9,HOMEIMPROVEMENT,0.22,Associate,2,female,RENT,95767,0
41457,2,672,13.49,EDUCATION,0.19,Bachelor,4,female,RENT,94747,0
41458,11,541,7.43,MEDICAL,0.1,Associate,8,male,RENT,51262,0
41459,3,639,11.48,PERSONAL,0.36,Bachelor,1,male,RENT,44357,1
41460,8,680,6.91,MEDICAL,0.45,Associate,7,female,MORTGAGE,53840,0
41461,4,560,14.96,MEDICAL,0.05,Associate,0,male,OWN,50062,0
41462,2,654,10.62,MEDICAL,0.02,Bachelor,2,male,RENT,121034,0
41463,2,625,10.95,EDUCATION,0.21,Master,1,female,RENT,28428,0
41464,2,621,9.99,MEDICAL,0.05,High School,7,female,MORTGAGE,75529,0
41465,2,650,10.59,PERSONAL,0.18,High School,1,male,MORTGAGE,136750,0
41466,4,593,8.07,VENTURE,0.48,Associate,0,male,RENT,25129,1
41467,4,642,9.63,VENTURE,0.14,Associate,2,male,RENT,66757,0
41468,8,627,10.75,MEDICAL,0.16,Master,10,male,RENT,122332,0
41469,5,579,7.74,EDUCATION,0.15,Associate,9,female,RENT,68207,0
41470,4,630,7.88,EDUCATION,0.21,Bachelor,0,female,MORTGAGE,55898,1
41471,2,670,8,EDUCATION,0.14,Bachelor,2,female,MORTGAGE,34520,0
41472,8,675,11.01,HOMEIMPROVEMENT,0.13,Bachelor,5,male,MORTGAGE,192635,0
41473,2,599,11.99,EDUCATION,0.12,Associate,2,female,MORTGAGE,121513,0
41474,7,679,8.35,MEDICAL,0.07,Bachelor,10,male,MORTGAGE,85190,0
41475,3,574,11.9,PERSONAL,0.14,High School,0,male,RENT,28795,0
41476,2,610,14.84,DEBTCONSOLIDATION,0.09,Associate,2,male,RENT,106531,1
41477,4,504,12.61,VENTURE,0.15,Associate,5,male,OWN,78867,0
41478,15,626,11.86,VENTURE,0.1,Associate,14,male,OWN,23867,0
41479,3,654,8.52,EDUCATION,0.25,Associate,1,male,RENT,39713,1
41480,4,627,13.67,MEDICAL,0.2,Associate,2,male,RENT,79081,0
41481,3,626,7.76,EDUCATION,0.07,Bachelor,0,female,MORTGAGE,145200,0
41482,8,575,8.65,EDUCATION,0.15,Associate,7,male,RENT,85141,0
41483,10,669,11.01,HOMEIMPROVEMENT,0.09,High School,6,male,MORTGAGE,58657,0
41484,8,696,13.46,EDUCATION,0.07,Master,8,male,RENT,65894,1
41485,6,647,11.83,DEBTCONSOLIDATION,0.12,Bachelor,3,male,MORTGAGE,154575,0
41486,4,622,11.99,DEBTCONSOLIDATION,0.03,Master,3,female,RENT,90250,0
41487,6,516,12.69,EDUCATION,0.03,Master,8,male,MORTGAGE,145139,0
41488,3,609,8.07,EDUCATION,0.02,Associate,1,female,MORTGAGE,217231,0
41489,4,580,12.1,EDUCATION,0.12,High School,0,male,RENT,48853,0
41490,4,600,11.14,PERSONAL,0.18,Bachelor,1,male,MORTGAGE,72943,0
41491,2,643,14.84,PERSONAL,0.22,Bachelor,0,female,RENT,8000,1
41492,9,546,12.21,VENTURE,0.15,Master,8,male,MORTGAGE,50752,0
41493,9,671,9.88,DEBTCONSOLIDATION,0.11,Master,5,female,RENT,64606,0
41494,6,596,13.8,VENTURE,0.25,Associate,8,male,RENT,78839,1
41495,2,683,10.74,MEDICAL,0.17,High School,3,female,RENT,145233,0
41496,2,694,16.49,EDUCATION,0.08,Bachelor,3,male,RENT,78858,0
41497,4,556,9.48,EDUCATION,0.2,High School,0,male,MORTGAGE,104106,0
41498,7,545,10.75,PERSONAL,0.12,Bachelor,6,male,RENT,82934,0
41499,5,607,12.26,HOMEIMPROVEMENT,0.15,Associate,0,female,RENT,81614,0
41500,12,605,6.03,EDUCATION,0.24,High School,14,female,OWN,28699,0
41501,3,530,11.49,MEDICAL,0.19,Associate,0,male,MORTGAGE,133285,0
41502,4,627,11.11,DEBTCONSOLIDATION,0.08,High School,5,male,RENT,58668,0
41503,3,655,10.99,MEDICAL,0.02,Associate,6,female,RENT,49006,0
41504,10,557,7.54,DEBTCONSOLIDATION,0.32,High School,10,male,RENT,31194,1
41505,5,667,5.79,HOMEIMPROVEMENT,0.14,Associate,7,female,RENT,40027,1
41506,3,677,13.72,EDUCATION,0.13,Associate,4,female,RENT,67099,0
41507,5,698,10.36,PERSONAL,0.06,Doctorate,3,male,RENT,81049,0
41508,3,567,6.62,VENTURE,0.2,Associate,4,male,MORTGAGE,40608,0
41509,7,678,17.39,PERSONAL,0.21,Bachelor,6,female,MORTGAGE,83984,1
41510,16,683,11.99,EDUCATION,0.12,High School,18,male,MORTGAGE,133310,0
41511,2,662,12.42,PERSONAL,0.16,Bachelor,0,female,RENT,93504,0
41512,9,671,8.88,PERSONAL,0.29,Associate,11,male,RENT,61179,1
41513,9,622,10.01,HOMEIMPROVEMENT,0.1,High School,13,female,MORTGAGE,240917,0
41514,6,631,7.29,MEDICAL,0.07,High School,10,male,OWN,29802,0
41515,10,584,16.77,PERSONAL,0.12,Bachelor,3,female,RENT,68228,0
41516,6,619,15.23,DEBTCONSOLIDATION,0.08,Associate,9,female,MORTGAGE,40361,0
41517,14,700,11.01,EDUCATION,0.09,High School,23,male,RENT,53638,1
41518,3,637,11.14,DEBTCONSOLIDATION,0.28,Bachelor,1,male,MORTGAGE,20209,1
41519,4,533,6.17,PERSONAL,0.22,Associate,2,female,RENT,60103,0
41520,2,671,10.62,VENTURE,0.29,Bachelor,0,female,MORTGAGE,85374,0
41521,15,574,7.14,PERSONAL,0.1,Associate,21,male,MORTGAGE,57581,0
41522,12,692,11.36,VENTURE,0.22,High School,14,female,RENT,96791,0
41523,4,624,7.4,DEBTCONSOLIDATION,0.12,Bachelor,1,male,RENT,39788,0
41524,4,635,12.73,HOMEIMPROVEMENT,0.16,Associate,4,female,MORTGAGE,44389,0
41525,10,613,12.61,HOMEIMPROVEMENT,0.16,Bachelor,15,male,MORTGAGE,84920,0
41526,2,662,7.4,EDUCATION,0.01,Associate,0,male,MORTGAGE,83945,0
41527,11,700,7.3,VENTURE,0.34,Bachelor,8,male,OWN,44259,0
41528,15,657,15.96,PERSONAL,0.13,Bachelor,24,male,RENT,74278,0
41529,6,691,6.33,PERSONAL,0.13,Master,4,female,MORTGAGE,60885,0
41530,4,703,10.42,VENTURE,0.22,Associate,0,female,RENT,91133,0
41531,3,693,15.2,PERSONAL,0.21,Associate,1,female,RENT,47658,1
41532,8,540,16.45,VENTURE,0.36,Doctorate,4,male,RENT,65930,1
41533,4,692,7.51,DEBTCONSOLIDATION,0.35,Bachelor,0,female,MORTGAGE,59781,0
41534,3,650,14.91,EDUCATION,0.23,Bachelor,0,male,MORTGAGE,129347,0
41535,2,644,10.59,EDUCATION,0.19,Bachelor,0,male,RENT,55504,0
41536,5,613,10.28,EDUCATION,0.25,High School,6,male,RENT,60970,0
41537,8,640,10.27,HOMEIMPROVEMENT,0.19,Associate,11,female,MORTGAGE,77890,0
41538,10,631,14.65,EDUCATION,0.18,Associate,6,female,MORTGAGE,85128,0
41539,3,578,13.27,DEBTCONSOLIDATION,0.02,High School,5,female,RENT,72917,0
41540,6,650,13.72,DEBTCONSOLIDATION,0.03,Bachelor,4,male,RENT,63448,0
41541,4,701,11.83,DEBTCONSOLIDATION,0.21,Master,2,male,RENT,42096,0
41542,3,555,11.09,MEDICAL,0.1,High School,1,female,RENT,39862,0
41543,4,709,12.42,DEBTCONSOLIDATION,0.12,Master,1,female,RENT,103015,0
41544,10,691,13.23,EDUCATION,0.1,Bachelor,4,male,RENT,115971,0
41545,6,629,15.62,PERSONAL,0.15,High School,11,male,RENT,29838,1
41546,17,727,13.92,VENTURE,0.2,Associate,17,female,RENT,41176,0
41547,2,608,12.69,DEBTCONSOLIDATION,0.21,Associate,2,female,RENT,99415,0
41548,12,710,16.72,VENTURE,0.11,Master,12,male,MORTGAGE,89663,1
41549,7,674,11.11,HOMEIMPROVEMENT,0.07,Associate,9,female,MORTGAGE,97102,0
41550,4,502,11.42,VENTURE,0.12,Associate,5,female,RENT,133244,0
41551,8,473,12.69,HOMEIMPROVEMENT,0.13,Associate,6,female,RENT,22773,1
41552,8,630,14.22,VENTURE,0.06,Master,5,male,RENT,72982,0
41553,2,617,7.88,MEDICAL,0.11,Associate,0,female,RENT,72761,0
41554,2,612,11.01,EDUCATION,0.12,Associate,1,male,MORTGAGE,156813,0
41555,2,650,10.59,EDUCATION,0.08,Master,0,male,MORTGAGE,88410,0
41556,3,558,13.98,EDUCATION,0.02,High School,1,female,RENT,43013,0
41557,2,626,8.9,PERSONAL,0.11,High School,0,male,MORTGAGE,28149,1
41558,2,625,7.51,PERSONAL,0.11,Bachelor,0,male,RENT,89566,1
41559,2,699,7.38,MEDICAL,0.1,Master,3,male,MORTGAGE,97029,0
41560,2,612,7.51,PERSONAL,0.11,Associate,0,female,MORTGAGE,73187,0
41561,17,729,10.99,VENTURE,0.12,Doctorate,20,female,RENT,100658,0
41562,9,553,11.71,MEDICAL,0.17,Bachelor,8,female,RENT,43019,0
41563,3,649,6.91,DEBTCONSOLIDATION,0.22,Associate,0,female,MORTGAGE,44953,0
41564,4,645,5.79,EDUCATION,0.04,Bachelor,0,male,MORTGAGE,59576,0
41565,3,667,11.42,MEDICAL,0.12,Associate,0,female,RENT,43113,0
41566,3,573,8.49,PERSONAL,0.04,Bachelor,0,male,RENT,121002,0
41567,3,649,10.25,EDUCATION,0.41,Associate,7,male,MORTGAGE,58534,0
41568,5,552,8.41,HOMEIMPROVEMENT,0.15,High School,3,male,RENT,40215,1
41569,2,620,8.59,MEDICAL,0.06,Associate,0,female,MORTGAGE,101106,0
41570,5,724,16.77,EDUCATION,0.12,Master,9,female,MORTGAGE,138202,0
41571,5,665,8.59,EDUCATION,0.12,Associate,7,male,MORTGAGE,68426,0
41572,4,514,12.69,HOMEIMPROVEMENT,0.1,High School,2,male,RENT,128248,1
41573,9,658,8.9,DEBTCONSOLIDATION,0.1,Associate,8,male,MORTGAGE,241145,0
41574,8,651,7.9,PERSONAL,0.07,High School,8,male,MORTGAGE,90942,0
41575,11,644,12.87,EDUCATION,0.1,High School,16,male,MORTGAGE,103154,0
41576,2,663,10.99,VENTURE,0.07,Associate,5,female,RENT,73094,0
41577,6,684,11.39,DEBTCONSOLIDATION,0.07,Master,4,male,MORTGAGE,71821,1
41578,2,675,10.99,EDUCATION,0.19,Associate,0,male,OWN,92518,0
41579,4,640,11.97,EDUCATION,0.07,High School,5,female,RENT,40723,1
41580,8,567,11.36,HOMEIMPROVEMENT,0.06,High School,8,male,RENT,240814,0
41581,4,539,12.73,MEDICAL,0.18,Associate,6,male,RENT,136206,0
41582,6,569,9.93,HOMEIMPROVEMENT,0.08,Master,7,male,MORTGAGE,282562,0
41583,4,662,5.42,PERSONAL,0.09,Bachelor,0,male,MORTGAGE,53650,0
41584,10,689,10.38,VENTURE,0.07,Bachelor,8,female,OWN,74925,0
41585,5,573,11.64,EDUCATION,0.3,Bachelor,5,female,MORTGAGE,78827,0
41586,4,605,6.54,PERSONAL,0.21,Bachelor,1,female,MORTGAGE,96935,0
41587,9,611,11.01,HOMEIMPROVEMENT,0.06,High School,6,male,OWN,29781,0
41588,4,672,7.9,MEDICAL,0.09,Associate,3,male,RENT,90899,0
41589,12,640,8.09,MEDICAL,0.26,Master,6,male,RENT,42836,1
41590,4,704,10.59,DEBTCONSOLIDATION,0.03,High School,3,male,RENT,54804,0
41591,3,636,7.68,MEDICAL,0.04,Associate,4,male,MORTGAGE,114040,0
41592,3,682,8.5,MEDICAL,0.02,Associate,1,female,RENT,73313,0
41593,10,643,11.14,VENTURE,0.08,Master,4,female,RENT,78910,0
41594,4,621,11.99,VENTURE,0.07,Associate,3,female,RENT,48791,0
41595,2,657,14.65,VENTURE,0.22,Bachelor,0,male,MORTGAGE,55577,0
41596,16,721,7.9,HOMEIMPROVEMENT,0.13,High School,20,male,RENT,90946,0
41597,17,687,11.14,DEBTCONSOLIDATION,0.14,High School,14,female,RENT,36535,0
41598,2,616,15.58,MEDICAL,0.14,Associate,0,male,MORTGAGE,69920,1
41599,15,593,11.36,PERSONAL,0.12,Master,16,female,MORTGAGE,82432,0
41600,4,660,11.14,VENTURE,0.54,Bachelor,1,male,RENT,36697,1
41601,18,709,11.01,PERSONAL,0.06,Master,41,male,OWN,106501,0
41602,4,705,8.9,PERSONAL,0.14,Master,5,male,RENT,41975,0
41603,3,596,11.49,EDUCATION,0.09,High School,1,male,RENT,82652,0
41604,7,712,7.66,MEDICAL,0.22,Bachelor,12,male,RENT,40722,0
41605,14,596,6.91,MEDICAL,0.05,High School,16,female,RENT,42980,0
41606,14,685,12.61,VENTURE,0.04,Master,22,female,MORTGAGE,600812,0
41607,3,698,11.07,HOMEIMPROVEMENT,0.04,Bachelor,2,male,RENT,63190,0
41608,3,617,7.66,VENTURE,0.07,Associate,1,male,RENT,74003,0
41609,2,668,14.61,EDUCATION,0.11,Associate,2,female,RENT,48951,0
41610,2,636,7.9,DEBTCONSOLIDATION,0.17,Associate,3,female,MORTGAGE,142954,0
41611,4,586,6.99,HOMEIMPROVEMENT,0.08,Associate,1,male,MORTGAGE,89449,0
41612,3,626,10.6,EDUCATION,0.12,Bachelor,0,male,MORTGAGE,66807,0
41613,2,606,7.51,PERSONAL,0.09,Master,2,male,RENT,97578,0
41614,2,528,6.17,DEBTCONSOLIDATION,0.08,Associate,0,male,MORTGAGE,117453,0
41615,3,641,13.55,HOMEIMPROVEMENT,0.1,High School,0,male,RENT,77774,1
41616,6,584,12.4,PERSONAL,0.17,Master,8,male,RENT,29893,0
41617,4,600,6.3,EDUCATION,0.16,High School,1,female,RENT,79433,0
41618,17,588,10.11,EDUCATION,0.15,High School,21,female,RENT,29933,0
41619,2,652,17.9,DEBTCONSOLIDATION,0.02,Bachelor,0,female,MORTGAGE,160315,1
41620,3,662,16,DEBTCONSOLIDATION,0.13,Associate,1,female,MORTGAGE,195268,1
41621,7,550,10.65,EDUCATION,0.25,Associate,6,male,RENT,53629,1
41622,5,689,13.73,MEDICAL,0.07,Bachelor,5,female,MORTGAGE,69190,1
41623,9,651,10.86,VENTURE,0.21,High School,4,male,RENT,23847,1
41624,3,721,7.51,MEDICAL,0.18,Master,0,male,MORTGAGE,73079,0
41625,7,480,9.99,EDUCATION,0.17,High School,10,female,OWN,14047,1
41626,7,686,17.49,DEBTCONSOLIDATION,0.18,Bachelor,2,male,RENT,94584,1
41627,4,677,15.96,DEBTCONSOLIDATION,0.11,Associate,2,female,RENT,50021,0
41628,14,621,9.63,MEDICAL,0.05,High School,13,female,MORTGAGE,29692,0
41629,4,563,8.49,EDUCATION,0.1,Master,3,male,RENT,96823,0
41630,15,680,11.01,VENTURE,0.04,Associate,15,male,MORTGAGE,79598,0
41631,7,672,9.99,VENTURE,0.1,Bachelor,5,male,MORTGAGE,47027,0
41632,8,646,7.71,MEDICAL,0.18,Master,8,male,RENT,50848,0
41633,7,590,15.96,EDUCATION,0.08,Bachelor,11,female,RENT,73316,0
41634,2,683,7.9,EDUCATION,0.12,Associate,6,female,RENT,32639,0
41635,3,624,14.29,PERSONAL,0.24,Bachelor,0,male,RENT,16779,1
41636,3,607,16.45,EDUCATION,0.32,High School,0,male,MORTGAGE,37111,0
41637,16,594,11.49,PERSONAL,0.12,High School,26,female,MORTGAGE,82734,0
41638,4,615,13.47,EDUCATION,0.15,High School,2,female,RENT,54774,0
41639,2,534,10.95,VENTURE,0.18,Bachelor,0,male,RENT,43693,0
41640,7,676,11.99,VENTURE,0.08,Bachelor,6,male,MORTGAGE,259589,0
41641,6,665,6.06,DEBTCONSOLIDATION,0.2,Bachelor,8,male,RENT,61194,0
41642,5,589,7.49,PERSONAL,0.14,High School,6,female,RENT,50320,0
41643,9,618,8.66,VENTURE,0.09,Associate,7,female,RENT,69501,0
41644,3,566,12.29,EDUCATION,0.08,Associate,1,female,RENT,33010,0
41645,13,605,17.39,DEBTCONSOLIDATION,0.04,Associate,18,female,RENT,92206,1
41646,3,604,10.49,DEBTCONSOLIDATION,0.3,Bachelor,2,female,RENT,56058,1
41647,3,588,16.49,MEDICAL,0.13,High School,0,female,RENT,31287,1
41648,11,684,5.94,DEBTCONSOLIDATION,0.03,Bachelor,18,female,MORTGAGE,111164,0
41649,6,710,9.38,DEBTCONSOLIDATION,0.05,Bachelor,10,female,MORTGAGE,119435,0
41650,2,598,7.9,EDUCATION,0.17,Associate,2,male,MORTGAGE,29781,0
41651,2,613,12.18,PERSONAL,0.03,High School,0,male,RENT,70772,0
41652,2,663,5.99,HOMEIMPROVEMENT,0.13,Associate,2,male,MORTGAGE,91028,0
41653,2,595,14.27,VENTURE,0.14,Associate,0,male,RENT,96827,0
41654,16,690,10.65,DEBTCONSOLIDATION,0.13,High School,16,male,RENT,15333,1
41655,4,703,6.17,PERSONAL,0.58,Master,4,female,MORTGAGE,39289,0
41656,3,538,8.94,MEDICAL,0.16,Associate,0,female,MORTGAGE,57321,0
41657,4,587,11.12,PERSONAL,0.19,Associate,0,male,MORTGAGE,78848,0
41658,4,544,10.65,EDUCATION,0.02,Associate,0,female,MORTGAGE,94261,0
41659,3,537,10.57,HOMEIMPROVEMENT,0.22,High School,3,male,RENT,36794,1
41660,7,656,9.63,HOMEIMPROVEMENT,0.06,Associate,10,male,MORTGAGE,102791,0
41661,10,573,12.61,DEBTCONSOLIDATION,0.22,High School,5,male,RENT,68800,0
41662,8,611,13.23,DEBTCONSOLIDATION,0.09,Doctorate,7,female,MORTGAGE,55999,0
41663,3,596,7.9,PERSONAL,0.16,Bachelor,0,male,RENT,54879,0
41664,2,636,11.48,VENTURE,0.07,Bachelor,0,male,RENT,91508,0
41665,4,649,15.27,MEDICAL,0.13,Master,1,male,OWN,31178,0
41666,3,643,11.01,EDUCATION,0.14,Master,3,female,MORTGAGE,66723,0
41667,3,705,12.7,MEDICAL,0.26,Master,0,male,RENT,9605,1
41668,13,618,12.06,MEDICAL,0.04,Associate,10,male,MORTGAGE,72872,1
41669,13,652,16.45,HOMEIMPROVEMENT,0.12,Associate,14,male,MORTGAGE,205043,0
41670,4,691,14.82,MEDICAL,0.11,Bachelor,0,male,RENT,44682,1
41671,7,644,10.62,PERSONAL,0.05,High School,10,male,MORTGAGE,173501,0
41672,3,616,10.83,DEBTCONSOLIDATION,0.14,Bachelor,1,male,MORTGAGE,177406,0
41673,3,650,10.9,MEDICAL,0.18,Associate,4,male,RENT,53841,0
41674,4,668,11.34,PERSONAL,0.33,Bachelor,2,female,OTHER,59776,1
41675,4,615,11.01,EDUCATION,0.16,Master,0,female,RENT,21955,1
41676,3,689,9.99,MEDICAL,0.17,Master,3,male,MORTGAGE,180839,0
41677,2,681,5.91,EDUCATION,0.11,Master,5,male,RENT,54728,0
41678,3,545,7.66,HOMEIMPROVEMENT,0.02,Associate,2,female,MORTGAGE,87017,0
41679,5,703,16.49,MEDICAL,0.19,Associate,10,male,RENT,43210,0
41680,6,663,13.35,MEDICAL,0.19,Bachelor,7,male,MORTGAGE,110246,0
41681,7,676,17.49,VENTURE,0.08,Bachelor,11,female,MORTGAGE,420852,0
41682,3,635,11.83,PERSONAL,0.11,Bachelor,0,female,MORTGAGE,89685,1
41683,5,642,11.69,MEDICAL,0.04,High School,3,male,RENT,46281,1
41684,5,640,7.9,HOMEIMPROVEMENT,0.3,High School,10,male,RENT,78865,1
41685,15,698,12.53,PERSONAL,0.16,Bachelor,18,female,RENT,91049,0
41686,8,586,6.54,PERSONAL,0.18,Bachelor,7,female,MORTGAGE,44314,1
41687,4,652,14.42,HOMEIMPROVEMENT,0.09,High School,1,female,MORTGAGE,151243,0
41688,2,578,11.01,EDUCATION,0.11,High School,0,male,MORTGAGE,87237,0
41689,6,621,9.87,PERSONAL,0.02,Bachelor,5,male,MORTGAGE,228303,0
41690,2,679,13.79,DEBTCONSOLIDATION,0.13,Associate,3,female,RENT,48817,0
41691,4,609,7.29,MEDICAL,0.15,Master,3,male,RENT,53091,0
41692,3,680,8.91,MEDICAL,0.2,Associate,2,male,RENT,36911,1
41693,5,624,6.54,MEDICAL,0.13,Master,3,male,MORTGAGE,92770,0
41694,7,490,7.74,EDUCATION,0.11,High School,5,male,MORTGAGE,35275,0
41695,3,631,11.01,VENTURE,0.11,Associate,1,male,OWN,15229,0
41696,7,605,13.84,HOMEIMPROVEMENT,0.16,High School,6,female,RENT,73237,0
41697,13,723,9.63,MEDICAL,0.04,Doctorate,16,male,RENT,48857,0
41698,3,669,11.01,EDUCATION,0.12,Master,2,male,RENT,51478,0
41699,5,632,8.44,DEBTCONSOLIDATION,0.31,Associate,6,female,RENT,97895,1
41700,7,504,9.25,EDUCATION,0.06,Bachelor,7,male,RENT,45805,0
41701,2,634,10.65,DEBTCONSOLIDATION,0.08,Master,1,male,MORTGAGE,79214,0
41702,5,658,16.07,VENTURE,0.23,Associate,11,male,MORTGAGE,72837,0
41703,3,686,7.9,EDUCATION,0.03,Master,0,male,MORTGAGE,115835,0
41704,10,637,12.66,VENTURE,0.43,High School,10,female,OWN,31903,0
41705,5,568,11.83,PERSONAL,0.14,Associate,7,male,MORTGAGE,175247,0
41706,4,621,6.92,EDUCATION,0.15,Bachelor,0,male,MORTGAGE,98969,0
41707,8,599,7.51,VENTURE,0.19,High School,10,male,MORTGAGE,79194,0
41708,3,617,14.82,EDUCATION,0.1,High School,3,male,MORTGAGE,49349,0
41709,16,652,13.99,DEBTCONSOLIDATION,0.14,High School,19,female,MORTGAGE,43949,0
41710,7,691,7.83,VENTURE,0.28,Master,4,female,MORTGAGE,43342,0
41711,4,650,5.42,DEBTCONSOLIDATION,0.05,Master,1,male,MORTGAGE,69762,0
41712,4,674,9.87,PERSONAL,0.03,Associate,3,female,MORTGAGE,180907,0
41713,3,683,6.03,MEDICAL,0.09,Bachelor,2,female,RENT,99217,0
41714,4,615,11.34,VENTURE,0.05,Bachelor,2,female,MORTGAGE,22608,0
41715,2,688,13.48,VENTURE,0.12,Bachelor,0,female,MORTGAGE,60829,0
41716,3,635,11.49,MEDICAL,0.04,Bachelor,1,female,RENT,54808,0
41717,13,682,11.36,EDUCATION,0.17,High School,16,female,RENT,44378,0
41718,5,694,5.99,MEDICAL,0.11,Bachelor,7,male,MORTGAGE,78873,0
41719,3,655,11.49,VENTURE,0.13,High School,0,female,RENT,70029,0
41720,10,578,10.74,VENTURE,0.11,High School,6,female,RENT,109085,0
41721,2,620,13.98,HOMEIMPROVEMENT,0.35,Bachelor,6,female,RENT,43021,1
41722,3,621,13.49,EDUCATION,0.02,Master,0,female,MORTGAGE,66692,0
41723,4,672,11.01,EDUCATION,0.2,Bachelor,4,male,MORTGAGE,100472,0
41724,3,620,10.71,DEBTCONSOLIDATION,0.02,Bachelor,2,female,MORTGAGE,116804,0
41725,2,676,8.49,MEDICAL,0.18,Associate,0,female,RENT,83732,0
41726,7,560,12.53,PERSONAL,0.03,Master,8,male,RENT,46433,1
41727,3,668,8.94,VENTURE,0.19,Associate,1,female,RENT,79031,0
